Created as New Dataset,IF 499nm 1 %
716.0,-0.00
715.0,-0.00
714.0,-0.00
713.0,-0.00
712.0,-0.00
711.0,-0.00
710.0,-0.00
709.0,-0.00
708.0,-0.00
707.0,-0.00
706.0,-0.00
705.0,-0.00
704.0,-0.00
703.0,-0.00
702.0,-0.00
701.0,-0.00
700.0,-0.00
699.0,-0.00
698.0,-0.00
697.0,-0.00
696.0,-0.00
695.0,-0.00
694.0,-0.00
693.0,-0.00
692.0,-0.00
691.0,0.00
690.0,-0.00
689.0,-0.00
688.0,-0.00
687.0,-0.00
686.0,-0.00
685.0,-0.00
684.0,-0.00
683.0,-0.00
682.0,-0.00
681.0,-0.00
680.0,-0.00
679.0,-0.00
678.0,-0.00
677.0,-0.00
676.0,-0.00
675.0,-0.00
674.0,-0.00
673.0,-0.00
672.0,-0.00
671.0,-0.00
670.0,-0.00
669.0,-0.00
668.0,-0.00
667.0,-0.00
666.0,-0.00
665.0,-0.00
664.0,-0.00
663.0,-0.00
662.0,-0.00
661.0,-0.00
660.0,-0.00
659.0,-0.00
658.0,-0.00
657.0,-0.00
656.0,-0.00
655.0,-0.00
654.0,-0.00
653.0,-0.00
652.0,-0.00
651.0,-0.00
650.0,-0.00
649.0,-0.00
648.0,-0.00
647.0,-0.00
646.0,-0.00
645.0,-0.00
644.0,-0.00
643.0,-0.00
642.0,-0.00
641.0,-0.00
640.0,-0.00
639.0,-0.00
638.0,-0.00
637.0,-0.00
636.0,-0.00
635.0,-0.00
634.0,-0.00
633.0,-0.00
632.0,-0.00
631.0,-0.00
630.0,-0.00
629.0,-0.00
628.0,-0.00
627.0,-0.00
626.0,-0.00
625.0,-0.00
624.0,-0.00
623.0,-0.00
622.0,-0.00
621.0,-0.00
620.0,-0.00
619.0,-0.00
618.0,-0.00
617.0,-0.00
616.0,-0.00
615.0,-0.00
614.0,-0.00
613.0,-0.00
612.0,-0.00
611.0,-0.00
610.0,-0.00
609.0,-0.00
608.0,-0.00
607.0,-0.00
606.0,-0.00
605.0,-0.00
604.0,-0.00
603.0,-0.00
602.0,-0.00
601.0,-0.00
600.0,-0.00
599.0,0.00
598.0,-0.00
597.0,0.00
596.0,-0.00
595.0,-0.00
594.0,-0.00
593.0,-0.00
592.0,-0.00
591.0,-0.00
590.0,-0.00
589.0,-0.00
588.0,-0.00
587.0,-0.00
586.0,-0.00
585.0,-0.00
584.0,-0.00
583.0,-0.00
582.0,-0.00
581.0,-0.00
580.0,-0.00
579.0,0.00
578.0,0.00
577.0,-0.00
576.0,-0.00
575.0,-0.00
574.0,-0.00
573.0,-0.00
572.0,-0.00
571.0,-0.00
570.0,-0.00
569.0,-0.00
568.0,0.00
567.0,0.00
566.0,0.00
565.0,0.00
564.0,0.00
563.0,0.00
562.0,-0.00
561.0,-0.00
560.0,-0.00
559.0,-0.00
558.0,-0.00
557.0,-0.00
556.0,-0.00
555.0,-0.00
554.0,-0.00
553.0,-0.00
552.0,-0.00
551.0,-0.00
550.0,-0.00
549.0,-0.00
548.0,0.00
547.0,0.00
546.0,0.00
545.0,0.00
544.0,0.00
543.0,0.00
542.0,0.00
541.0,0.00
540.0,0.00
539.0,0.00
538.0,0.00
537.0,0.00
536.0,0.00
535.0,0.00
534.0,0.00
533.0,0.00
532.0,0.00
531.0,0.00
530.0,0.00
529.0,0.01
528.0,0.01
527.0,0.01
526.0,0.01
525.0,0.02
524.0,0.03
523.0,0.04
522.0,0.06
521.0,0.09
520.0,0.13
519.0,0.20
518.0,0.30
517.0,0.46
516.0,0.72
515.0,1.09
514.0,1.66
513.0,2.52
512.0,3.70
511.0,5.28
510.0,7.31
509.0,9.76
508.0,12.51
507.0,15.37
506.0,18.17
505.0,20.63
504.0,22.54
503.0,23.90
502.0,24.68
501.0,24.85
500.0,24.41
499.0,23.30
498.0,21.58
497.0,19.27
496.0,16.47
495.0,13.49
494.0,10.61
493.0,8.02
492.0,5.87
491.0,4.18
490.0,2.90
489.0,1.98
488.0,1.34
487.0,0.91
486.0,0.61
485.0,0.40
484.0,0.27
483.0,0.19
482.0,0.13
481.0,0.09
480.0,0.06
479.0,0.05
478.0,0.03
477.0,0.02
476.0,0.02
475.0,0.01
474.0,0.01
473.0,0.01
472.0,0.01
471.0,0.00
470.0,0.00
469.0,0.00
468.0,0.00
467.0,0.00
466.0,0.00
465.0,0.00
464.0,0.00
463.0,0.00
462.0,0.00
461.0,0.00
460.0,0.00
459.0,0.00
458.0,0.00
457.0,0.00
456.0,0.00
455.0,0.00
454.0,0.00
453.0,0.00
452.0,0.00
451.0,0.00
450.0,0.00
449.0,0.00
448.0,0.00
447.0,0.00
446.0,0.00
445.0,0.00
444.0,0.00
443.0,0.00
442.0,0.00
441.0,0.00
440.0,0.00
439.0,0.00
438.0,0.00
437.0,0.00
436.0,0.00
435.0,0.00
434.0,0.00
433.0,0.00
432.0,0.00
431.0,0.00
430.0,0.00
429.0,0.00
428.0,0.00
427.0,0.00
426.0,0.00
425.0,0.00
424.0,0.00
423.0,0.00
422.0,0.00
421.0,0.00
420.0,0.00
419.0,0.00
418.0,0.00
417.0,0.00
416.0,0.00
415.0,0.00
414.0,0.00
413.0,0.00
412.0,0.00
411.0,0.00
410.0,0.00
409.0,0.00
408.0,0.00
407.0,0.00
406.0,0.00
405.0,0.00
404.0,0.00
403.0,0.00
402.0,0.00
401.0,0.00
400.0,0.00
399.0,0.00
398.0,0.00
397.0,0.00
396.0,0.00
395.0,0.00
394.0,0.00
393.0,0.00
392.0,0.00
391.0,0.00
390.0,0.00
389.0,0.00
388.0,0.00
387.0,0.00
386.0,0.00
385.0,0.00
384.0,0.00
383.0,0.00
382.0,0.00
381.0,0.00
380.0,0.00
379.0,0.00
378.0,-0.00
377.0,-0.00
376.0,0.00
375.0,0.00
374.0,0.00
373.0,0.00
372.0,0.00
371.0,0.00
370.0,0.00
369.0,0.00
368.0,0.01
367.0,0.01
366.0,0.01
365.0,0.01
364.0,0.01
363.0,0.01
362.0,0.02
361.0,0.02
360.0,0.02
359.0,0.02
358.0,0.02
357.0,0.02
356.0,0.01
355.0,0.01
354.0,0.01
353.0,0.01
352.0,0.01
351.0,0.01
350.0,0.01
349.0,0.01
348.0,0.00
347.0,0.00
346.0,0.00
345.0,0.00
344.0,0.00
343.0,0.00
342.0,0.00
341.0,0.00
340.0,0.00
339.0,0.00
338.0,0.00
337.0,0.00
336.0,0.00
335.0,0.00
334.0,0.00
333.0,0.00
332.0,0.00
331.0,0.00
330.0,0.00
329.0,0.00
328.0,0.00
327.0,0.00
326.0,0.00
325.0,0.00
324.0,0.00
323.0,0.00
322.0,0.00
321.0,0.00
320.0,0.00
319.0,0.00
318.0,-0.00
317.0,-0.00
316.0,-0.00
315.0,-0.00
314.0,-0.00
313.0,-0.00
312.0,-0.00
311.0,-0.00
310.0,-0.00
309.0,-0.00
308.0,-0.00
307.0,-0.00
306.0,-0.00
305.0,-0.00
304.0,-0.00
303.0,-0.00
302.0,-0.00
301.0,-0.00
300.0,-0.00
299.0,-0.00
298.0,-0.00
297.0,-0.00
296.0,-0.00
295.0,-0.00
294.0,-0.00
293.0,-0.00
292.0,-0.00
291.0,-0.00
290.0,-0.00
289.0,-0.00
288.0,-0.00
287.0,-0.00
286.0,-0.00
285.0,-0.00
284.0,-0.00
283.0,-0.00
282.0,-0.00
281.0,-0.00
280.0,-0.00
279.0,-0.00
278.0,-0.00
277.0,-0.00
276.0,-0.00
275.0,-0.00
274.0,-0.00
273.0,-0.00
272.0,-0.00
271.0,-0.00
270.0,-0.00
269.0,-0.00
268.0,-0.00
267.0,-0.00
266.0,-0.00
265.0,-0.00
264.0,-0.00
263.0,-0.00
262.0,-0.00
261.0,-0.00
260.0,-0.00
259.0,-0.00
258.0,-0.00
257.0,-0.00
256.0,-0.00
255.0,-0.00
254.0,-0.00
253.0,-0.00
252.0,-0.00
251.0,-0.00
250.0,-0.00
